1 1 1 0.01160248 
1 2 2 0.71027615 
1 3 3 0.12500652 
1 4 4 0.55813632 
1 5 5 0.09330964 
1 6 6 0.00000000 
1 7 7 0.00000000 
1 8 8 2.71557873 
1 9 9 0.05470148 
1 10 10 0.42268232 
1 11 11 0.04229925 
1 12 12 0.28039051 
1 13 13 2.71557872 
1 14 14 0.05470147 
1 15 15 0.42268232 
1 16 16 0.04229925 
1 17 17 0.28039051 
1 1 2 0.55905960 
1 1 3 0.81519660 
1 2 3 0.00591507 
1 1 4 1.56334307 
1 2 4 11.93747510 
1 3 4 12.23284578 
1 1 5 0.00901451 
1 2 5 2.74120871 
1 3 5 0.38692300 
1 4 5 0.71872245 
1 1 6 0.00000000 
1 2 6 0.00000000 
1 3 6 0.00000000 
1 4 6 0.00000000 
1 6 5 0.00000000 
1 1 7 0.00000000 
1 2 7 0.00000000 
1 3 7 0.00000000 
1 4 7 0.00000000 
1 5 7 0.00000000 
1 6 7 0.95237556 
1 1 8 3.63992668 
1 8 2 0.97375829 
1 8 3 0.54213114 
1 8 4 1.29091104 
1 8 5 0.12856066 
1 8 6 3.78445697 
1 8 7 0.98534592 
1 1 9 0.41214948 
1 2 9 18.64913817 
1 3 9 23.92243796 
1 9 4 5.00205632 
1 9 5 7.51733574 
1 9 6 16.92865541 
1 9 7 11.23502120 
1 8 9 0.02867277 
1 1 10 1.21051070 
1 2 10 7.32597550 
1 3 10 10.53481750 
1 4 10 0.00474766 
1 10 5 0.35064231 
1 10 6 0.07080204 
1 10 7 0.30461066 
1 8 10 3.89080785 
1 9 10 16.15708801 
1 1 11 0.23354810 
1 2 11 0.18743566 
1 3 11 2.56385809 
1 4 11 0.02088035 
1 5 11 57.94143189 
1 6 11 0.01315965 
1 11 7 9.34260019 
1 8 11 0.00649074 
1 9 11 0.14703239 
1 10 11 0.05220351 
1 1 12 0.47647876 
1 2 12 1.01470362 
1 3 12 3.52459451 
1 4 12 0.95659048 
1 5 12 3.55216190 
1 6 12 0.07480716 
1 12 7 0.00504042 
1 8 12 0.94825622 
1 9 12 11.59545160 
1 10 12 1.42865709 
1 11 12 8.18565379 
1 1 13 3.63992668 
1 13 2 0.97375829 
1 13 3 0.54213114 
1 13 4 1.29091104 
1 13 5 0.12856062 
1 13 6 3.78445697 
1 13 7 0.98534592 
1 13 8 0.00000000 
1 13 9 0.00000000 
1 13 10 0.00000000 
1 13 11 0.00000000 
1 13 12 0.00000000 
1 1 14 0.41214948 
1 2 14 18.64913810 
1 3 14 23.92243809 
1 14 4 5.00205632 
1 14 5 7.51733649 
1 14 6 16.92865541 
1 14 7 11.23502120 
1 8 14 0.00000000 
1 9 14 0.00000000 
1 14 10 0.00000000 
1 14 11 0.00000000 
1 14 12 0.00000000 
1 13 14 0.02867277 
1 1 15 1.21051070 
1 2 15 7.32597555 
1 3 15 10.53481744 
1 4 15 0.00474766 
1 15 5 0.35064231 
1 15 6 0.07080204 
1 15 7 0.30461066 
1 8 15 0.00000000 
1 9 15 0.00000000 
1 10 15 0.00000000 
1 15 11 0.00000000 
1 15 12 0.00000000 
1 13 15 3.89080785 
1 14 15 16.15708804 
1 1 16 0.23354810 
1 2 16 0.18743566 
1 3 16 2.56385809 
1 4 16 0.02088035 
1 5 16 57.94143196 
1 6 16 0.01315965 
1 16 7 9.34260019 
1 8 16 0.00000000 
1 9 16 0.00000000 
1 10 16 0.00000000 
1 16 11 0.00000000 
1 16 12 0.00000000 
1 13 16 0.00649074 
1 14 16 0.14703239 
1 15 16 0.05220351 
1 1 17 0.47647876 
1 2 17 1.01470362 
1 3 17 3.52459451 
1 4 17 0.95659049 
1 5 17 3.55216187 
1 6 17 0.07480716 
1 17 7 0.00504042 
1 8 17 0.00000000 
1 9 17 0.00000000 
1 10 17 0.00000000 
1 11 17 0.00000000 
1 17 12 0.00000000 
1 13 17 0.94825622 
1 14 17 11.59545158 
1 15 17 1.42865711 
1 16 17 8.18565379 
2 1 1 0.00008539 
2 2 2 0.68952167 
2 3 3 0.10864495 
2 4 4 0.56638297 
2 5 5 0.09532941 
2 6 6 0.00000000 
2 7 7 0.00000000 
2 8 8 2.50886705 
2 9 9 0.04547842 
2 10 10 0.43045697 
2 11 11 0.03535796 
2 12 12 0.29026001 
2 13 13 2.50886705 
2 14 14 0.04547842 
2 15 15 0.43045697 
2 16 16 0.03535796 
2 17 17 0.29026001 
2 1 2 0.71990825 
2 1 3 0.80491744 
2 2 3 0.14413903 
2 1 4 1.47501213 
2 2 4 12.55454721 
2 3 4 11.58964861 
2 1 5 0.01639241 
2 2 5 2.78039869 
2 3 5 0.71389725 
2 4 5 0.82895343 
2 1 6 0.00000000 
2 2 6 0.00000000 
2 3 6 0.00000000 
2 4 6 0.00000000 
2 6 5 0.00000000 
2 1 7 0.00000000 
2 2 7 0.00000000 
2 3 7 0.00000000 
2 4 7 0.00000000 
2 5 7 0.00000000 
2 6 7 0.98577350 
2 1 8 3.86568324 
2 8 2 0.93403257 
2 8 3 0.56737244 
2 8 4 1.29183537 
2 8 5 0.12419916 
2 8 6 3.78502791 
2 8 7 0.98365197 
2 1 9 0.44120530 
2 2 9 17.44258772 
2 3 9 25.21242204 
2 9 4 4.97078864 
2 9 5 7.37986511 
2 9 6 16.92058533 
2 9 7 11.22865317 
2 8 9 0.03110840 
2 1 10 1.14684627 
2 2 10 7.71453941 
2 3 10 10.12551082 
2 4 10 0.00482069 
2 10 5 0.41301906 
2 10 6 0.07825050 
2 10 7 0.30855111 
2 8 10 3.89271393 
2 9 10 16.11319266 
2 1 11 0.24969781 
2 2 11 0.14922962 
2 3 11 2.72597900 
2 4 11 0.02175257 
2 5 11 55.61077265 
2 6 11 0.01325583 
2 11 7 9.31290746 
2 8 11 0.00672534 
2 9 11 0.15175450 
2 10 11 0.05466829 
2 1 12 0.44827730 
2 2 12 1.00833811 
2 3 12 3.34253209 
2 4 12 0.98433312 
2 5 12 4.13633940 
2 6 12 0.07761652 
2 12 7 0.00514749 
2 8 12 0.94525699 
2 9 12 11.61028709 
2 10 12 1.45978478 
2 11 12 8.12090225 
2 1 13 3.86568324 
2 13 2 0.93403257 
2 13 3 0.56737244 
2 13 4 1.29183537 
2 13 5 0.12419919 
2 13 6 3.78502791 
2 13 7 0.98365196 
2 13 8 0.00000000 
2 13 9 0.00000000 
2 13 10 0.00000000 
2 13 11 0.00000000 
2 13 12 0.00000000 
2 1 14 0.44120530 
2 2 14 17.44258777 
2 3 14 25.21242194 
2 14 4 4.97078865 
2 14 5 7.37986454 
2 14 6 16.92058533 
2 14 7 11.22865318 
2 8 14 0.00000000 
2 9 14 0.00000000 
2 14 10 0.00000000 
2 14 11 0.00000000 
2 14 12 0.00000000 
2 13 14 0.03110840 
2 1 15 1.14684627 
2 2 15 7.71453937 
2 3 15 10.12551087 
2 4 15 0.00482069 
2 15 5 0.41301906 
2 15 6 0.07825050 
2 15 7 0.30855110 
2 8 15 0.00000000 
2 9 15 0.00000000 
2 15 10 0.00000000 
2 15 11 0.00000000 
2 15 12 0.00000000 
2 13 15 3.89271393 
2 14 15 16.11319264 
2 1 16 0.24969781 
2 2 16 0.14922962 
2 3 16 2.72597900 
2 4 16 0.02175257 
2 5 16 55.61077259 
2 6 16 0.01325583 
2 16 7 9.31290746 
2 8 16 0.00000000 
2 9 16 0.00000000 
2 10 16 0.00000000 
